codtipovia,codvia,codviacatastro,nomoficial,traducnooficial
C/,80370,2686,MARE DE D�U DE LA FONTSANTA,VIRGEN DE LA FUENSANTA
C/,8040,241,BAIL�N,BAILEN
C/,80410,2687,MARE DE D�U DEL TREMEDAL,VIRGEN DEL TREMEDAL
C/,80430,2698,TRENCAGEL,ROMPEHIELOS
C/,80460,1589,PALMA DE GANDIA,PALMA DE GANDIA
PL,80520,2889,OLOF PALME,OLOF PALME
C/,80610,2805,BENIRREDR�,BENIRREDRA
C/,80640,2842,LORENZO ROVIRA,LORENZO ROVIRA
C/,80650,2851,BISBE PUCHOL MONTIS,OBISPO PUCHOL MONTIS
C/,8070,242,BATLIA,BAILIA
C/,80820,2683,RIUET,RIUET
C/,80890,2867,CASTELL DE POPA,TOLDILLA
PL,80930,2881,JULIO VERNE,JULIO VERNE
C/,80970,2813,CECILI PLA,CECILIO PLA
C/,80990,2675,CANYADA,CA�ADA
C/,8100,243,BAIX,BAJA
AV,81000,2821,EUROPA,EUROPA
C/,81030,979,GILET,GILET
PL,81060,2829,HONDURES,HONDURAS
C/,81080,2674,BENISSUERA,BENISUERA
C/,81090,2699,TORRENT,TORRENTE
C/,81100,2682,REBOLLAR,REBOLLAR
C/,81106,2870,ELENA JUST CASTILLO (POL�TICA),ELENA JUST CASTILLO (POL�TICA)
C/,81110,2816,POESIA,POES�A
C/,81111,2835,JOAN REIXACH (PINTOR),JOAN REIXACH (PINTOR)
C/,81112,2840,VIRGINIA WOOLF (ESCRIPTORA),VIRGINIA WOOLF (ESCRITORA)
C/,81114,2836,PILAR SOLER MIGUEL (POL�TICA),PILAR SOLER MIGUEL (POL�TICA)
C/,81119,2868,ENRIQUETA AGUT ARMER (MESTRA),ENRIQUETA AGUT ARMER (MAESTRA)
C/,81122,2845,ADA LOVELACE (MATEM�TICA),ADA LOVELACE (MATEM�TICA)
C/,81124,2839,KONRAD RUDOLF (ARQUITECTE),KONRAD RUDOLF (ARQUITECTO)
PL,81129,2898,�VILA,AVILA
C/,81130,2910,LLOMBAI,LLOMBAY
C/,81135,3076,DOCTOR RAFAEL BARTUAL,DOCTOR RAFAEL BARTUAL
C/,81137,2875,VILA DE MANUEL,VILLA DE MANUEL
AV,81138,3214,POETA FEDERICO GARCIA LORCA,POETA FEDERICO GARCIA LORCA
C/,81140,3020,VICENT BLASCO GARCIA,VICENTE BLASCO GARC�A
C/,81141,2874,LLOSA DE RANES,null
C/,81142,2876,HOMER,HOMERO
C/,81146,2884,ROSES,ROSES
PL,81152,2880,LUIS MART� ALEGRE,LUIS MARTI ALEGRE
C/,81153,2907,MARE DE D�U DE LA MURTA,VIRGEN DE LA MURTA
C/,81156,2913,MARQU�S DE SANT JOAN,MARQUES DE SAN JUAN
C/,81157,2918,SERRA DE CORBERA,SIERRA DE CORBERA
C/,81158,2905,RIOJA,RIOJA
AV,81161,2906,RONDA DE NATZARET,RONDA DE NAZARET
C/,81163,2894,CALATAIUD,CALATAYUD
C/,81164,3075,ESTEVE DOLZ DEL CASTELLAR,ESTEBAN DOLZ DEL CASTELLAR
PL,81165,2916,SAFOR,SAFOR
C/,81168,2912,SANT COLUMB�,SAN COLUMBANO
C/,81169,3126,MARIA ROS,MARIA ROS (CANTANTE)
C/,81171,3124,ALEXANDRE DE LABORDE,ALEXANDRE LABORDE
C/,81173,3083,EVARISTO CRESPO AZOR�N,EVARISTO CRESPO AZORIN
PL,81178,2914,FRA LLU�S COLOMER,FRAY LUIS COLOMER
C/,81179,3127,GRAVADOR MANUEL PELEGUER,GRABADOR MANUEL PELEGUER
C/,81182,2920,PIC DE CALDER�N,PICO CALDERON
C/,81183,3112,ISMAEL BLAT (PINTOR),ISMAEL BLAT (PINTOR)
C/,81184,3113,ALGAR DE PAL�NCIA,ALGAR DEL PALANCIA
C/,81185,3082,CORA RAGA,CORA RAGA
C/,81187,3013,PINTOR JOAN BAPTISTA PORCAR,PINTOR JUAN BAUTISTA PORCAR
C/,81190,3120,CASTELL� DE RUGAT,CASTELLON DE RUGAT
C/,81195,2921,SERRELLA,SERRELLA
C/,81200,3122,JOS� MANUEL IZQUIERDO,JOSE MANUEL IZQUIERDO
C/,81203,3332,MARGALLONS,MARGALLONS
C/,81204,3009,HORT DE VEIRAT,HUERTO DE VEYRAT
C/,81205,3118,BENIFAIR� DE LA VALLDIGNA,BENIFAIRO DE VALLDIGNA
C/,81206,3104,AIELO DE MALFERIT,AYELO DE MALFERIT
PL,81208,3188,ESCULTOR V�CTOR HINO,ESCULTOR VICTOR HINO
AV,81209,3315,KARL MARX,CARLOS MARX
C/,81210,3005,B�LGICA,BELGICA
C/,81217,3014,PINTOR MANUEL SIG�ENZA,PINTOR MANUEL SIGUENZA
C/,81218,3170,DOFINS,DELFINES
C/,81221,3276,C�RDOVA,CORDOBA
C/,81222,3079,HUG DE MONTCADA,HUGO DE MONCADA
AV,81225,3173,DOCTOR RU�Z I COMES,DOCTOR RUIZ Y COMES
AV,81231,3084,SALESIANS,SALESIANOS
C/,81232,3134,LAMBERTO ALONSO (TENOR),LAMBERTO ALONSO (TENOR)
C/,81234,3152,ALCALDE GURREA,ALCALDE GURREA
C/,81236,3107,CORTES D'AREN�S,CORTES DE ARENOSO
C/,81237,3119,ESLIDA,ESLIDA
PL,81240,3230,ATLETA JOS� ANDR�S,ATLETA JOSE ANDRES (EL ROGET)
PL,81243,3158,ACTOR LUIS RAM�REZ,ACTOR LUIS RAMIREZ
C/,81244,3090,HORT DE SANT VALERO,HUERTO DE SAN VALERO
PL,81246,3249,POETA MIGUEL HERN�NDEZ,POETA MIGUEL HERNANDEZ
PL,81247,1727,POETA BADENES,POETA BADENES
PL,81248,3089,DUANA,ADUANA
PL,81249,3206,BISBE LAGUARDA,OBISPO LAGUARDA
C/,81252,3153,G�NGORA,GONGORA
C/,81253,3154,QUART DE LES VALLS,QUART DE LES VALLS
C/,81256,3192,ISABEL NEBRADA,ISABEL NEBRADA
C/,81258,3123,PACO PIERR�,PACO PIERRA
C/,81259,3138,PINTOR SABATER,PINTOR SABATER
C/,81260,3133,IMPRESSOR LAMBERT PALMART,IMPRESOR LAMBERT PALMART
C/,81263,3166,POETA EDUARD BU�L,POETA EDUARDO BUIL
C/,81265,3117,�SCAR ESPL� (M�SIC),OSCAR ESPLA (MUSICO)
AV,81266,3106,FIRES,FERIAS
PL,81268,3253,SALVADOR ALLENDE,SALVADOR ALLENDE
C/,81274,3155,RAFELGUARAF,RAFELGUARAF
C/,81275,3145,REAL DE GANDIA,REAL DE GANDIA
C/,81276,3137,ACTRIU ENCARNA M��EZ,ACTRIZ ENCARNA MA�EZ
C/,81277,3157,ISIDROS,ISIDROS
C/,81279,3189,F�RNOLS DE MATARRANYA,FORNOLES
C/,81280,3132,PORT DE SANTA MARIA,PUERTO DE SANTA MARIA
C/,81281,3307,MESTRA TERESITA N��EZ,MAESTRA TERESITA NU�EZ
C/,81283,3142,ACTRIU PEPITA SERRADOR,ACTRIZ PEPITA SERRADOR
C/,81284,3235,DIPUTAT ISIDRE ESCANDELL,DIPUTADO ISIDRO ESCANDELL
C/,81285,3215,PROFESSOR BLANCO,PROFESOR BLANCO
C/,81298,3250,POETES AN�NIMS,POETAS ANONIMOS
C/,81299,3213,POETA BLAS DE OTERO,POETA BLAS DE OTERO
C/,81300,3285,GENERAL BASSET,GENERAL BASSET
PL,81304,3248,M�SIC MORENO GANS,MUSICO MORENO GANS
C/,81305,3218,SAMARUCS,SAMARUCHS
PL,81307,3236,DIPUTAT LLU�S LUCIA,DIPUTAT LLUIS LUCIA
C/,81308,3202,MAX AUB,MAX AUB
PL,81311,3169,PINTOR VIDAL CORELLA,PINTOR VIDAL CORELLA
C/,81312,3171,CERAMISTA JAUME DE SCALS,CERAMISTA JAUME DE SCALS
C/,81313,3178,CARLES DINNBIER,CARLOS DINNBIER
C/,81315,3179,CIUTAT DE CARLET,CIUTAT DE CARLET
PL,81316,3605,EMILI BE�T I BELENGUER,EMILI BEUT I BELENGUER (GEOGRAF I HISTORIADO
PL,81318,3247,M�SIC ANTONI EIXIMENO,MUSICO ANTONIO EXIMENO
PL,81319,3198,MAG�NCIA,MAGUNCIA
C/,81322,3238,DIPUTAT RICARD SAMPER,DIPUTADO RICARDO SAMPER
C/,81326,3208,PARE CIPRI�,PARE CIPRIA
C/,81329,3259,DIBUIXANT MANUEL GAGO,DIBUJANTE MANUEL GAGO
C/,81331,3301,DOCTOR CARLOS CABALL� LANCRY,DOCTOR CARLOS CABALLE LANCRY
C/,81336,3314,JOSEP RENAU,JOSEP RENAU
C/,81337,3231,BEETHOVEN,BEETHOVEN
C/,81338,3261,PERIODISTA ALFREDO CALDER�N,PERIODISTA ALFREDO CALDERON
C/,81340,3256,X�BIA,XABIA
PL,81343,3245,JOS� MAR�A ORENSE,JOSE MARIA ORENSE
PL,81345,3229,ALCALDE DOM�NEC TORRES,ALCALDE DOMINGO TORRES
C/,81346,3294,CIUTAT DE BOLONYA,CIUDAD DE BOLONIA
C/,81348,3342,HISTORIADOR CLAUDIO S�NCHEZ ABORNOZ,HISTORIADOR CLAUDIO SANCHEZ ALBORNOZ
C/,81349,3283,XACARELLA,JACARILLA
C/,81351,3292,DIPUTADA CLARA CAMPOAMOR,DIPUTADA CLARA CAMPOAMOR
PL,81353,3277,CAROLA REIG SALV�,CAROLA REIG SALVA
PL,81354,3278,LLIBERTADOR SIM�N BOL�VAR,LIBERTADOR SIMON BOLIVAR
C/,81355,3271,TENOR GARC�A ROMERO,TENOR GARCIA ROMERO
PL,81356,3280,CRONISTA FRANCESC MOMBLANCH,CRONISTA FRANCISCO MOMBLANCH
PL,81364,3308,HOLANDA,HOLANDA
C/,81366,3296,REP�BLICA DE LA COSTA D'IVORI,REPUBLICA COSTA DE MARFIL
C/,81371,3295,TAVERNES BLANQUES,TAVERNES BLANQUES
PL,81372,3337,PAPA JOAN PAU II,PAPA JUAN PABLO II
C/,81377,3523,TABAL I DE LA DOL�AINA,TABAL I DOL�AINA
AV,81384,3383,INSTITUT OBRER DE VAL�NCIA,INSTITUTO OBRERO DE VALENCIA
PL,81387,3304,MANUEL SANCHIS GUARNER,MANUEL SANCHIS GUARNER
PL,81388,3334,GINJOLERS,JINJOLERS
C/,81390,3303,DRETS HUMANS,DERECHOS HUMANOS
C/,81391,3305,ALCALDE CANO COLOMA,ALCALDE CANO COLOMA
C/,81392,3372,SEGONA REP�BLICA ESPANYOLA,SEGUNDA REPUBLICA ESPA�OLA
PTGE,81394,3373,CARTELLISTA RAFAEL RAGA,CARTELISTA RAFAEL RAGA
C/,81398,3341,BOL�VIA,BOLIVIA
C/,81400,3309,MARQU�S DE LOZOYA,MARQUES DE LOZOYA
C/,81401,3576,PERIODISTA ENRIQUE GIN�S,PERIODISTA ENRIQUE GINES
C/,81405,3607,MODESTO GONZALEZ LATORRE (ARTISTA FALLER),MODESTO GONZALEZ LATORRE (ARTISTA FALLER)
C/,81406,3327,LLIDONERS,LLIDONERS
C/,81410,3386,BRIGADES INTERNACIONALS,BRIGADAS INTERNACIONALES
C/,81411,3335,FUE,FUE
C/,81415,3488,LLOBARRO,LLOBARRO
C/,81419,3389,VINT-I-CINC D'ABRIL,VEINTICINCO DE ABRIL
C/,81421,3338,REP�BLICA DE GUINEA EQUATORIAL,REPUBLICA DE GUINEA ECUATORIAL
PL,81422,3376,BADEN POWELL,BADEN POWELL
C/,81424,3428,MOL� DE PALA,MOLI DE PALA
C/,81426,3517,EMILI CAMPS I GALLEGO (ESCRIPTOR),EMILI CAMPS I GALLEGO (ESCRITOR)
C/,81429,3369,PARE TENA,PADRE TENA
PL,81430,3370,PROFESSOR TIERNO GALV�N,PROFESOR TIERNO GALVAN
PL,81433,3444,PROFESSOR GRISOLIA,PROFESOR SANTIAGO GRISOLIA
C/,81434,3442,PARE FERNANDO CASANOVA BENLLOCH SJ,PADRE FERNANDO CASANOVA BENLLOCH
PL,81436,3477,RAC� DE L'HORTA,RACO DE L'HORTA
C/,81439,3501,LUIS ARCAS (PINTOR),LUIS ARCAS (PINTOR)
PL,81440,3502,BANDES DE MUSICA DE LA COMUNITAT VALENCIANA,BANDES DE MUSICA DE LA COMUNITAT VALENCIANA
C/,81446,3506,LLU�S S�NCHEZ POLACK,LLUIS SANCHEZ POLACK TIP HUMORISTE
C/,81455,11006,SIVERT,SIRVET
C/,81456,3541,PERE II EL CERIMONI�S,PERE II EL CERIMONIOS
PL,81461,3571,SALVADOR SORIA (PINTOR),SALVADOR SORIA
C/,81464,3614,PI BLANC,PI BLANC
C/,81465,11025,JOSEP SANCHIS (DIBUIXANT),null
PL,81467,3445,ESPANYA,ESPA�A
C/,81470,3440,POETA AL RUSSAFI,POETA AL RUSSAFI
AV,81472,3542,PROFESSOR LOPEZ PI�ERO (HISTORIADOR DE MEDICINA),PROFESSOR LOPEZ PI�ERO
C/,81481,3513,RAMBLA DE EL SALER,RAMBLA DE EL SALER
C/,81485,3491,PROFESSOR ANTONI UBIETO,PROFESSOR ANTONI UBIETO
C/,81489,3522,SARSET,SARCET
PL,81490,3476,DRAMATURG FAUST HERN�NDEZ CASAJUANA,DRAMATURC FAUST HERNANDEZ CASAJUANA
C/,81494,11009,COLLVERD,COLLVERD
C/,81495,11008,ORONETA,ORONETA
PL,81496,3478,CIUTAT DE BRUGES,CIUDAD DE BRUJAS
C/,81502,3521,DOCTOR JOSEP MARIA PAREDES SANTOMA,DOCTOR JOSEP MARIA PAREDES SANTOM�
PL,81504,3485,MARIA BENEYTO (ESCRIPTORA),MARIA BENEYTO (ESCRIPTORA)
C/,81505,3493,PILOTA VALENCIANA,null
C/,81506,3504,ISMAEL MERLO (ACTOR),ISMAEL MERLO (ACTOR)
PL,81509,3487,TOSSAL,TOSSAL
C/,81512,3516,EMIGRANT VALENCIA,EMIGRANT VALENCI�
PL,81514,3492,VAL�NCIA CLUB DE FUTBOL,VALENCIA CLUB DE FUTBOL
C/,81515,3616,GUILLERMINA MEDRANO (PRIMERA DONA REGIDORA),GUILLERMINA MEDRANO 'PRIMERA DONA REGIDORA'
C/,81517,3553,ESTEVE EDO (ESCULTOR),ESTEVE EDO (ESCULTOR)
C/,81523,3544,VICENTE PARRA (ACTOR),VICENTE PARRA (ACTOR)
C/,81525,3618,MOSS�N JOS� ESTELL�S,MOSSEN JOSE ESTELLES
C/,81530,3509,JESUSET DE L'HORT,JESUSET DE L'HORT
C/,81531,3518,JOSEP SORIANO I IZQUIERDO,JOSEP SORIANO I IZQUIERDO (PERIODISTE)
C/,81532,3570,JOAN BAPTISTA MUNY�S,JOAN BAPTISTE MU�OZ
C/,81537,3565,LLIRI BLAU (DEVESA),LLIRI BLAU (DEVESA)
C/,81538,3615,RICARDO MU�OZ SUAY (CINEASTA),RICARDO MU�OZ SUAY (CINEASTA)
C/,81539,11015,SANTIAGO CALATRAVA (ARQUITECTE),SANTIAGO CALATRAVA (ARQUITECTE)
C/,81540,11012,ANTONIO SACRAMENTO (ESCULTOR),ANTONIO SACRAMENTO (ESCULTOR)
C/,81543,3569,VICENTE BELTR�N GRIMAL (ESCULTOR),VICENTE BELTRAN GRIMAL (ESCULTOR)
C/,81548,11037,DI�GENES L�PEZ MECH� (METGE),DIOGENES LOPEZ MECHO (METGE)
C/,81549,11019,JOAN GENOV�S (PINTOR),JOAN GENOVES (PINTOR)
C/,81552,3574,PINTOR RAFAEL MOCHOL�,PINTOR RAFAEL MOCHOLI
C/,81553,11010,ESPARREGUERA,ESPARRAGUERA
C/,81556,11036,JOS� MART� (ESCRIPTOR),JOSE MARTI (ESCRIPTOR)
C/,81557,3566,LUIS MERELO Y MAS (ENGINYER INDUSTRIAL),LUIS MERELO Y MAS (ENGINYER INDUSTRIAL)
C/,81558,11003,MARIA CARBONELL (MESTRA),MARIA CARBONELL (MESTRA)
C/,81559,11028,JOSE PEREZ-FUSTER (METGE),JOS� PEREZ-FUSTER (METGE)
C/,81562,3578,MATRONA CARMEN SOLER ALABAU,MATRONA CARMEN SOLER ALABAU
C/,81565,11017,PEPITA SAMPER,PEPITA SAMPER
C/,81566,11054,MARIA TERESA OLLER I BENLLOCH (MUSICOLOGA),MARIA TERESA OLLER I BENLLOCH (MUSICOLOGA)
PL,81569,3572,REI ALFONS EL BENIGNE,null
C/,81573,3563,ENRIQUE VIEDMA VIDAL ( ARQUITECTE),ENRIQUE VIEDMA VIDAL (ARQUITECTE)
AV,81575,3573,CORTS VALENCIANES,CORTS VALENCIANES
C/,81580,3585,HORTA SUD,HORTA SUD
C/,81584,3589,ALT MAESTRAT,ALT MAESTRAT
C/,81586,3591,CANAL DE NAVARR�S,CANAL DE NAVARRES
C/,81587,3592,VALL D'ALBAIDA,VALL D'ALBAIDA
C/,81588,3593,MARINA ALTA,MARINA ALTA
C/,81590,3595,CAMP DE MORVEDRE,CAMP DE MORVEDRE
C/,81591,3596,PLANA ALTA,PLANA ALTA
C/,81592,3597,PLANA BAIXA,PLANA BAIXA
C/,81594,3600,BAIX SEGURA,BAIX SEGURA
C/,81596,3602,ALACANT�,ALACANTI
C/,81597,3603,ALCOI�,ALCOIA
C/,81598,3583,PORTS,PORTS
C/,81600,11042,ALFRED TORAN I OLMOS (ESCULTOR),ALFRED TORAN I OLMOS (ESCULTOR)
C/,81606,11014,NINO BRAVO (CANTANT),NINO BRAVO (CANTANT)
C/,81608,11038,LUIS GARCIA-BERLANGA MARTI (DIRECTOR CINEMA),LUIS GARCIA-BERLANGA MARTI (DIRECTOR CINEMA)
PL,81610,11020,POLICIA LOCAL,POLICIA LOCAL
C/,81611,11023,JOS� EDMUNDO CASA� (ENGINYER),JOSE EDMUNDO CASA� (ENGINYER)
AV,81612,11018,ANTONIO FERRANDIS (ACTOR),ANTONIO FERRANDIS (ACTOR)
C/,81616,1012,GUADASSUAR,GUADASSUAR
C/,81622,11041,LUIS BOLINCHES COMPA� (ESCULTOR),LUIS BOLINCHES COMPA� (ESCULTOR)
PL,81630,11030,ALQUERIA DELS BALCONS,ALQUERIA DELS BALCONS
C/,81633,11039,AMADEO ROCA (PINTOR),AMADEO ROCA (PINTOR)
C/,81637,11052,TERRATEIG,TERRATEIG
C/,81645,11051,RAFAEL ALBERTI,RAFAEL ALBERTI (POETA)
PL,81649,11048,SOR GUILLERMINA (FILLA DE LA CARITAT),SOR GUILLERMINA (FILLA DE LA CARITAT)
C/,81656,11053,SERRA CALDERONA,SERRA CALDERONA
C/,81663,11058,LUIS BU�UEL (DIRECTOR DE CINE),LUIS BU�UEL (DIRECTOR DE CINE)
PL,81673,0,CARDENAL VICENT ENRIQUE I TARANCON,CARDENAL VICENTE ENRIQUE Y TARANCON
C/,8340,250,BALMES,BALMES
C/,8460,253,BANY,BANY
C/,8520,255,BANYS DE L'ALMIRALL,BA�OS DEL ALMIRANTE
C/,8580,257,BARQUES,BARCAS
C/,8610,258,BARCELONA,BARCELONA
C/,8700,261,BARX,BARIG
C/,8730,2484,SOBREVENT,BARLOVENTO
C/,8850,263,BAR� D'HERBERS,BARON DE HERVES
C/,8880,264,BAR� DE PATRAIX,BARON DE PATRAIX
C/,8970,267,SANT MART� DE PORRES,SAN MARTIN DE PORRES
C/,90,4,ABASTOS,ABASTOS
C/,9000,268,BARRACA,BARRACA
C/,9120,272,BARRAIX,BARRAIX
C/,9360,279,BEAT G�LVEZ,BEATO GALVEZ
C/,9390,280,BEAT GASPAR BONO,BEATO GASPAR BONO
C/,9450,282,BEAT NICOLAU FACTOR,BEATO NICOLAS FACTOR
C/,9510,284,BETX�,BECHI
C/,9540,286,BEG�S,BEGIS
C/,9570,285,BEHRING,BEHRING
C/,9660,3021,VILA DE B�LGIDA,VILLA DE BELGIDA
C/,9720,291,BELLREGUARD,BELLREGUART
C/,9750,292,BELLUGA,BELLUGA
C/,9810,294,BENAIXEVE,BENAGEBER
C/,9840,295,BENAGUASIL,BENAGUACIL
C/,9870,296,BENASSAL,BENASAL
C/,990,26,ALACREUS,ALACREUS
C/,9900,297,BENAVITES,BENAVITES
C/,81813,11189,MARIA JOSE VICTORIA FUSTER (PORCURADORA),MARIA JOSE VICTORIA FUSTER (PROCURADORA)
C/,81815,0,EP SECTOR GREMIS B,EP SECTOR GREMIS B
C/,81814,0,EP SECTOR FUENTE SAN LUIS B,EP SECTOR FUENTE SAN LUIS B
C/,81816,0,EP PORTUGAL 6,EP PORTUGAL 6
C/,81817,0,EP SECTOR SANTA BARBARA A,EP SECTOR SANTA BARBARA A
C/,81819,0,EP SECTOR LA TORRE G,EP SECTOR LA TORRE G
PL,81821,11211,VICENTE GIL ROS (MEDALLISTA PARALIMPIC),null
PL,81822,0,EP CIUTAT DE MISLATA 9,null
PG,81823,11233,FEDERICO TRENOR I TRENOR (BAR� D'ALAQUAS),null
PL,81824,11234,JARDI DE WANGARI MAATHAI (PREMI NOBEL DE LA PAU),null
C/,81784,11162,VICENT AGUILERA CERNI (CRITIC D'ART),VICENTE AGUILERA CERNI (CRITIC D'ART)
C/,81785,11163,LUIS SIMARRO (DOCTOR EN MEDICINA),LUIS SIMARRO (DOCTOR EN MEDICINA)
PL,81827,11243,SAN PEDRO POVEDA (SACERDOT I PEDAGOG),null
C/,81729,11113,JARDINEROS MAYORES PERIS,JARDINEROS MAYORES PERIS
C/,81758,11193,ENCARNA ALBARRAC�N (INDUMENTARISTA),ENCARNA ALBARRACIN (INDUMENTARISTA)
C/,81733,11153,JOSEP ALMINYANA I VALL�S (SACERDOT),JOSEP ALMINYANA I VALLES (SACERDOT)
C/,81828,11246,MANUELA BALLESTER (PINTORA),MANUELA BALLESTER (PINTORA)
C/,81829,11247,ANGEL TOMAS GARCIA (SALESIA),null
C/,81766,11226,ADOLFO DE AZCARRAGA (ESCRIPTOR),null
C/,81718,11178,ANTONIO FUERTES PASCUAL (FUTBOLISTA),ANTONIO FUERTES PASCUAL (FUTBOLISTA)
C/,81743,11188,MAR�A FERNANDA D'OC�N (ACTRIU),MARIA FERNANDA D'OCON (ACTRIU)
C/,81765,11208,JOSE MARIA DESANTES GUANTER (CATEDRATIC),JOSE MARIA DESANTES GUANTER (CATEDRATIC)
C/,81746,11186,JOS� ALBI (POETA),JOSE ALBI (POETA)
C/,81769,11209,FRANCISCO LL�CER PLA (M�SIC),FRANCISCO LLACER PLA (MUSIC)
C/,81788,11164,CARLOS PAU ESPA�OL (BOTANIC),CARLOS PAU ESPA�OL (BOTANIC)
C/,81783,11161,JOS� MANAUT VIGLIETTI (PINTOR),JOSE MANAUT VIGLIETTI (PINTOR)
PL,81795,11242,NICOL�S MAR�A GARELLY (JURISTA),NICOLAS MARIA GARELLY (JURISTA)
AV,81825,11245,JUAN ARTAL ORTELLS (ALCALDE DE LA CORONACIO),null
LLOC,81832,11254,JARDI DE FELIX DEL RIO,null
C/,81834,11259,LLOMETES,null
C/,81835,11260,CALCINERS,null
C/,81836,11261,BADALL,null
C/,81837,11262,AGRUPACIO MUSICAL DE MASSARROJOS,null
C/,81838,11257,CARLOS TOMAS COSTA (MESTRE SEDER),null
C/,81833,11258,CASTELL DE LA CREU, DEL,null
PL,81839,11256,SANTISSIM CRIST DE NATZARET,null
PL,81840,11268,PIROTECNIC VALENCIA,null
C/,81842,3619,JOSEP MARIA TENA ARTOLA (TRAMVIER),null
LLOC,81841,0,PLAYA DEL SALER,null
C/,81787,3620,QUATRETONDA,null
C/,81843,0,EP SANTA GENOVEVA TORRES 21,null
C/,81845,0,EP SECTOR BARRAQUES DE LLUNA C,null
PL,81844,0,EP MUSICO GOMIS 1,null
C/,81811,11270,IL�LUSI�,null
PTGE,81846,11269,VALENTIN GONZALEZ RAMIREZ (BRACER MERCAT ABASTOS),null
C/,81847,0,EP FRAN�A (PARALELA),EP FRANCIA (PARALELA)
C/,2130,2576,ALEMANYA,ALEMANIA
CAMI,3480,101,ALQUERIA DEL CACHORRO,ALQUERIA DEL CACHORRO
C/,3750,2695,ALQUERIA DE L'ESTRELLA,ALQUERIA DE LA ESTRELLA
ENTD,4260,125,ALQUERIA DE RATA,ALQUERIA RATA
ENTD,4410,130,ALQUERIA DE ROS,ALQUERIA ROS
CAMI,4890,149,ALTER,ALTER
C/,5070,2420,AMADEU DESFILIS,AMADEO DESFILIS
C/,8140,3421,AIGUAMOLL,BAJADA AL PANTANO
ENTD,9180,275,BARRAQUES DE LL�CER,BARRAQUES DE LLACER
C/,9600,287,BELCHITE,BELCHITE
C/,10020,301,BENET�SSER,BENETUSER
C/,13710,2807,CAMPANERS,CAMPANERS
C/,14790,441,CARDENAL PAY�,CARDENAL PAYA
ENTD,15630,465,CASA BENGALA,CASA BENGALA
ENTD,15810,471,CASA DEL COIX QUILIS,CASA COJO QUILIS
ENTD,16050,479,CASA DEL HOMBRE,CASA EL HOMBRE
ENTD,16080,480,CASA DEL LLARG,CASA EL LLARC
ENTD,16170,483,CASA DEL MAU,CASA EL MAU
C/,16230,3361,CASA DE LA MISERIC�RDIA,CASA MISERICORDIA
ENTD,16330,3423,CASA NEGRA,CASA NEGRA
ENTD,16380,488,CASA DE NOFRE,CASA NOFRE
ENTD,16500,492,CASA DE LA QUERADILLA,CASA QUERADILLA
ENTD,16770,502,CASES D'�NGEL,CASAS ANGEL
C/,16980,510,CASES DE LANUZA,CASAS LANUZA
C/,17130,516,CASINOS,CASINOS
CAMI,17220,517,CASTELLAR,CASTELLAR
C/,17340,522,CASTELL,CASTILLO
C/,19620,587,COMPROM�S DE CASP,COMPROMISO DE CASPE
C/,26790,782,EMBARCADOR,EMBARCADERO
C/,29820,867,FELIPE VALLS,FELIPE VALLS
CTRA,30600,892,FONT DE MASI�,FONT DE MASIA
C/,30810,898,FOS,FOS
C/,31410,2304,FRAY FRANCISCO CABEZAS,FRAY FRANCISCO CABEZAS
ENTD,32700,949,GARROFA,GARROFA
C/,33270,967,GENERAL NAVARRO SANGR�N,GENERAL NAVARRO SANGRAN
C/,35670,1027,HEURA,HIEDRA
CTRA,36180,1042,FORN DE BOLA,HORNO DE BOLA
C/,36540,1049,HORTS,HUERTOS
C/,37920,2351,JAUME II,JAIME II
C/,44100,1264,MESTRE GUERRERO,MAESTRO GUERRERO
C/,44820,1290,MANUEL CASTELLANOS,MANUEL CASTELLANOS
C/,46260,1327,MARQU�S DE MONTORTAL,MARQUES DE MONTORTAL
C/,48660,1397,MIRACLE DELS PEIXETS,MIRACLE DELS PEIXETS
ENTD,48870,1401,MOJOLINS,MOCHOLINS
CAMI,49290,1413,MOL� DE LA FONTETA,MOLINO DE LA FONTETA
CTRA,49800,1431,MONJO,MONJO
C/,49920,1434,MONTSERRAT,MONSERRAT
C/,50310,1447,MORAIRA,MORAIRA
C/,53820,1542,ORIOLA,ORIHUELA
C/,54450,2442,PARE DIONISIO BOIX,PADRE DIONISIO BOIX
C/,55950,3239,CARRER�,CARRERO
PL,58800,1688,PINTOR LLANOS,PINTOR LLANOS
C/,60150,2270,POETA BEN HAFADJA,POETA BEN JAFACHA
ENTD,65730,1881,ROSELD,ROSELDO
C/,66450,1902,SALAS QUIROGA,SALAS QUIROGA
C/,66840,1915,SALVADOR GASSULL,SALVADOR GASULL
C/,67200,1925,SANTPEDOR,SAMPEDOR
C/,80360,2857,EMILIA PARDO BAZ�N (ESCRIPTORA),EMILIA PARDO BAZ�N (ESCRITOR)
PL,67590,1938,SANT ESTEVE,SAN ESTEBAN
PL,67980,1952,SANT JERONI,SAN JERONIMO
C/,69810,2000,SANTA CRUZ DE TENERIFE,SANTA CRUZ DE TENERIFE
C/,70170,2013,SANTA TERESA,SANTA TERESA
C/,71520,2056,SOGUERS,SOGUEROS
C/,71670,2061,BARRETERIA,SOMBRERERIA
C/,74970,2158,VENERABLE ANY�S,VENERABLE AGNESIO
BARRI,75360,2171,VETER�,VETERANO
